content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
"Simpel, mudah digunakan n bnyak promonya...mantap",Positive,Tampilan,Simpel mudah digunakan n bnyak promonya mantap,simpel mudah digunakan n bnyak promonya mantap,simpel mudah digunakan n banyak promonya mantap,simpel mudah n promonya mantap,"['simpel', 'mudah', 'n', 'promonya', 'mantap']",simpel mudah n promonya mantap,"['simpel', 'mudah', 'n', 'promonya', 'mantap']"
"Aplikasi nya simpel menu nya ga ribet, top banget dech..ðŸ«°ðŸ«°ðŸ«°",Positive,Tampilan,Aplikasi nya simpel menu nya ga ribet top banget dech,aplikasi nya simpel menu nya ga ribet top banget dech,aplikasi ya simpel menu ya tidak rumit top banget deh,simpel menu tidak rumit top banget deh,"['simpel', 'menu', 'tidak', 'rumit', 'top', 'banget', 'deh']",simpel menu tidak rumit top banget deh,"['simpel', 'menu', 'tidak', 'rumit', 'top', 'banget', 'deh']"
"tampilan aplikasinya super fun warna warniii & transaksi di wondr cepet banget nggak pake lamaa, kereen bintang 5 pokoknya!! love wondrðŸ¤ðŸ¤",Positive,Tampilan,tampilan aplikasinya super fun warna warniii  transaksi di wondr cepet banget nggak pake lamaa kereen bintang  pokoknya love wondr,tampilan aplikasinya super fun warna warniii  transaksi di wondr cepet banget nggak pake lamaa kereen bintang  pokoknya love wondr,tampilan aplikasinya super fun warna warniii transaksi di wondr cepat banget tidak pakai lamaa keren bintang pokoknya love wondr,tampilan super fun warna warniii transaksi cepat banget tidak pakai lamaa keren bintang pokoknya love,"['tampilan', 'super', 'fun', 'warna', 'warniii', 'transaksi', 'cepat', 'banget', 'tidak', 'pakai', 'lamaa', 'keren', 'bintang', 'pokoknya', 'love']",tampilan super fun warna warniii transaksi cepat banget tidak pakai lamaa keren bintang pokoknya love,"['tampilan', 'super', 'fun', 'warna', 'warniii', 'transaksi', 'cepat', 'banget', 'tidak', 'pakai', 'lamaa', 'keren', 'bintang', 'pokok', 'love']"
"Aplikasi terbaik, aman & cepat dengan tampilan yang lebih menarik",Positive,Tampilan,Aplikasi terbaik aman  cepat dengan tampilan yang lebih menarik,aplikasi terbaik aman  cepat dengan tampilan yang lebih menarik,aplikasi terbaik aman cepat dengan tampilan yang lebih menarik,terbaik aman cepat tampilan lebih menarik,"['terbaik', 'aman', 'cepat', 'tampilan', 'lebih', 'menarik']",terbaik aman cepat tampilan lebih menarik,"['baik', 'aman', 'cepat', 'tampilan', 'lebih', 'menarik']"
"Bener bener bikin gampang mau transaksi apapun dimanapun,cepet dan tampilan yg keren banget.",Positive,Tampilan,Bener bener bikin gampang mau transaksi apapun dimanapun cepet dan tampilan yg keren banget,bener bener bikin gampang mau transaksi apapun dimanapun cepet dan tampilan yg keren banget,benar benar membuat gampang mau transaksi apa pun dimanapun cepat dan tampilan yang keren banget,gampang transaksi dimanapun cepat tampilan keren banget,"['gampang', 'transaksi', 'dimanapun', 'cepat', 'tampilan', 'keren', 'banget']",gampang transaksi dimanapun cepat tampilan keren banget,"['gampang', 'transaksi', 'mana', 'cepat', 'tampilan', 'keren', 'banget']"
Keren aplikasi terbaru BNI.,Positive,Tampilan,Keren aplikasi terbaru BNI,keren aplikasi terbaru bni,keren aplikasi terbaru bni,keren terbaru,"['keren', 'terbaru']",keren terbaru,"['keren', 'baru']"
"Keren,,.lengkap",Positive,Tampilan,Keren lengkap,keren lengkap,keren lengkap,keren lengkap,"['keren', 'lengkap']",keren lengkap,"['keren', 'lengkap']"
aplikasi yang sangat membantu dalam memudahkan bertransaksi dengan tampilan yang baru dan interface yang menarik,Positive,Tampilan,aplikasi yang sangat membantu dalam memudahkan bertransaksi dengan tampilan yang baru dan interface yang menarik,aplikasi yang sangat membantu dalam memudahkan bertransaksi dengan tampilan yang baru dan interface yang menarik,aplikasi yang sangat membantu dalam memudahkan bertransaksi dengan tampilan yang baru saja dan interface yang menarik,sangat membantu memudahkan bertransaksi tampilan interface menarik,"['sangat', 'membantu', 'memudahkan', 'bertransaksi', 'tampilan', 'interface', 'menarik']",sangat membantu memudahkan bertransaksi tampilan interface menarik,"['sangat', 'bantu', 'mudah', 'transaksi', 'tampilan', 'interface', 'menarik']"
Lebih praktis dan simpel,Positive,Tampilan,Lebih praktis dan simpel,lebih praktis dan simpel,lebih praktis dan simpel,lebih praktis simpel,"['lebih', 'praktis', 'simpel']",lebih praktis simpel,"['lebih', 'praktis', 'simpel']"
aplikasi wonder bni kerenðŸ‘,Positive,Tampilan,aplikasi wonder bni keren,aplikasi wonder bni keren,aplikasi Wondr bni keren,Wondr keren,"['Wondr', 'keren']",Wondr keren,"['wondr', 'keren']"
Pembayaran QRIS menjadi lebih mudah dan aplikasi lebih informatif....kereeen ðŸ‘ðŸ‘,Positive,Tampilan,Pembayaran QRIS menjadi lebih mudah dan aplikasi lebih informatif kereeen,pembayaran qris menjadi lebih mudah dan aplikasi lebih informatif kereeen,pembayaran QRIS menjadi lebih mudah dan aplikasi lebih informatif keren,pembayaran QRIS lebih mudah lebih informatif keren,"['pembayaran', 'QRIS', 'lebih', 'mudah', 'lebih', 'informatif', 'keren']",pembayaran QRIS lebih mudah lebih informatif keren,"['bayar', 'qris', 'lebih', 'mudah', 'lebih', 'informatif', 'keren']"
"Keren banget, memudahkan semua transaksi pembayaran jadi ga ribet.",Positive,Tampilan,Keren banget memudahkan semua transaksi pembayaran jadi ga ribet,keren banget memudahkan semua transaksi pembayaran jadi ga ribet,keren banget memudahkan semua transaksi pembayaran jadi tidak rumit,keren banget memudahkan transaksi pembayaran tidak rumit,"['keren', 'banget', 'memudahkan', 'transaksi', 'pembayaran', 'tidak', 'rumit']",keren banget memudahkan transaksi pembayaran tidak rumit,"['keren', 'banget', 'mudah', 'transaksi', 'bayar', 'tidak', 'rumit']"
Aplikasi Keren. Tampilan Menarik. Fitur User Friendly,Positive,Tampilan,Aplikasi Keren Tampilan Menarik Fitur User Friendly,aplikasi keren tampilan menarik fitur user friendly,aplikasi keren tampilan menarik fitur user friendly,keren tampilan menarik fitur user friendly,"['keren', 'tampilan', 'menarik', 'fitur', 'user', 'friendly']",keren tampilan menarik fitur user friendly,"['keren', 'tampilan', 'menarik', 'fitur', 'user', 'friendly']"
"Aplikasi informatif, tampilan menarik, keren bangetttt",Positive,Tampilan,Aplikasi informatif tampilan menarik keren bangetttt,aplikasi informatif tampilan menarik keren bangetttt,aplikasi informatif tampilan menarik keren banget,informatif tampilan menarik keren banget,"['informatif', 'tampilan', 'menarik', 'keren', 'banget']",informatif tampilan menarik keren banget,"['informatif', 'tampilan', 'menarik', 'keren', 'banget']"
WONDR Lo emang Kren dan top ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Positive,Tampilan,WONDR Lo emang Kren dan top,wondr lo emang kren dan top,wondr lo memang keren dan top,lo keren top,"['lo', 'keren', 'top']",lo keren top,"['lo', 'keren', 'top']"
Lebih simpel dan mudah dalam mengoperasikanua,Positive,Tampilan,Lebih simpel dan mudah dalam mengoperasikanua,lebih simpel dan mudah dalam mengoperasikanua,lebih simpel dan mudah dalam mengoperasikanua,lebih simpel mudah mengoperasikanua,"['lebih', 'simpel', 'mudah', 'mengoperasikanua']",lebih simpel mudah mengoperasikanua,"['lebih', 'simpel', 'mudah', 'mengoperasikanua']"
"Menggunakan wondr terasa lebih simple, bayar menggunakan qris sangat cepat, sejauh ini mobile banking yang paling cepat dan aplikasi terasa lebih ringan",Positive,Tampilan,Menggunakan wondr terasa lebih simple bayar menggunakan qris sangat cepat sejauh ini mobile banking yang paling cepat dan aplikasi terasa lebih ringan,menggunakan wondr terasa lebih simple bayar menggunakan qris sangat cepat sejauh ini mobile banking yang paling cepat dan aplikasi terasa lebih ringan,menggunakan wondr terasa lebih simpel bayar menggunakan QRIS sangat cepat sejauh ini mobile banking yang paling cepat dan aplikasi terasa lebih ringan,lebih simpel bayar QRIS sangat cepat mobile banking cepat lebih ringan,"['lebih', 'simpel', 'bayar', 'QRIS', 'sangat', 'cepat', 'mobile', 'banking', 'cepat', 'lebih', 'ringan']",lebih simpel bayar QRIS sangat cepat mobile banking cepat lebih ringan,"['lebih', 'simpel', 'bayar', 'qris', 'sangat', 'cepat', 'mobile', 'banking', 'cepat', 'lebih', 'ringan']"
"wondr by BNI keren banget. Fitur lengkap, tampilan menarik, dan mudah digunakan. â­â­â­â­â­",Positive,Tampilan,wondr by BNI keren banget Fitur lengkap tampilan menarik dan mudah digunakan,wondr by bni keren banget fitur lengkap tampilan menarik dan mudah digunakan,wondr by bni keren banget fitur lengkap tampilan menarik dan mudah digunakan,keren banget fitur lengkap tampilan menarik mudah,"['keren', 'banget', 'fitur', 'lengkap', 'tampilan', 'menarik', 'mudah']",keren banget fitur lengkap tampilan menarik mudah,"['keren', 'banget', 'fitur', 'lengkap', 'tampilan', 'menarik', 'mudah']"
"Aplikasi yang keren, memudahkan dalam segala hal. ðŸ”¥",Positive,Tampilan,Aplikasi yang keren memudahkan dalam segala hal,aplikasi yang keren memudahkan dalam segala hal,aplikasi yang keren memudahkan dalam segala hal,keren memudahkan,"['keren', 'memudahkan']",keren memudahkan,"['keren', 'mudah']"
"Wondr by BNI, semakin kekinian, tampilannya menarik/segar dan sedap dipandang, gampang diakses , mudah, aman dan nyaman untuk bertransaksi.",Positive,Tampilan,Wondr by BNI semakin kekinian tampilannya menariksegar dan sedap dipandang gampang diakses  mudah aman dan nyaman untuk bertransaksi,wondr by bni semakin kekinian tampilannya menariksegar dan sedap dipandang gampang diakses  mudah aman dan nyaman untuk bertransaksi,wondr by bni semakin kekinian tampilannya menariksegar dan sedap dipandang gampang diakses mudah aman dan nyaman untuk bertransaksi,kekinian tampilannya menariksegar sedap dipandang gampang diakses mudah aman nyaman bertransaksi,"['kekinian', 'tampilannya', 'menariksegar', 'sedap', 'dipandang', 'gampang', 'diakses', 'mudah', 'aman', 'nyaman', 'bertransaksi']",kekinian tampilannya menariksegar sedap dipandang gampang diakses mudah aman nyaman bertransaksi,"['kini', 'tampil', 'menariksegar', 'sedap', 'pandang', 'gampang', 'akses', 'mudah', 'aman', 'nyaman', 'transaksi']"
Aktifasinya sangat mudah dan simpel,Positive,Tampilan,Aktifasinya sangat mudah dan simpel,aktifasinya sangat mudah dan simpel,aktifasinya sangat mudah dan simpel,aktifasinya sangat mudah simpel,"['aktifasinya', 'sangat', 'mudah', 'simpel']",aktifasinya sangat mudah simpel,"['aktifasinya', 'sangat', 'mudah', 'simpel']"
Tampilan menarin dan memudah kan bertransaksi,Positive,Tampilan,Tampilan menarin dan memudah kan bertransaksi,tampilan menarin dan memudah kan bertransaksi,tampilan menarin dan memudah kan bertransaksi,tampilan menarin memudah bertransaksi,"['tampilan', 'menarin', 'memudah', 'bertransaksi']",tampilan menarin memudah bertransaksi,"['tampilan', 'menarin', 'mudah', 'transaksi']"
Aplikasi nya muda di pahami dan penanpilanya sangat menarik,Positive,Tampilan,Aplikasi nya muda di pahami dan penanpilanya sangat menarik,aplikasi nya muda di pahami dan penanpilanya sangat menarik,aplikasi ya muda di pahami dan penanpilanya sangat menarik,muda pahami penanpilanya sangat menarik,"['muda', 'pahami', 'penanpilanya', 'sangat', 'menarik']",muda pahami penanpilanya sangat menarik,"['muda', 'paham', 'penanpilanya', 'sangat', 'menarik']"
"aplikasinya kerenn, tampilan warna menarik,..bayar pakai QRIS simpel, ga mesti login...BNI Kerennn",Positive,Tampilan,aplikasinya kerenn tampilan warna menarik bayar pakai QRIS simpel ga mesti login BNI Kerennn,aplikasinya kerenn tampilan warna menarik bayar pakai qris simpel ga mesti login bni kerennn,aplikasinya keren tampilan warna menarik bayar pakai QRIS simpel tidak mesti login bni keren,keren tampilan warna menarik bayar pakai QRIS simpel tidak mesti login keren,"['keren', 'tampilan', 'warna', 'menarik', 'bayar', 'pakai', 'QRIS', 'simpel', 'tidak', 'mesti', 'login', 'keren']",keren tampilan warna menarik bayar pakai QRIS simpel tidak mesti login keren,"['keren', 'tampilan', 'warna', 'menarik', 'bayar', 'pakai', 'qris', 'simpel', 'tidak', 'mesti', 'login', 'keren']"
"Apps keren, transaksi lebih cepat dan banyak promo....luar biasaðŸ˜",Positive,Tampilan,Apps keren transaksi lebih cepat dan banyak promo luar biasa,apps keren transaksi lebih cepat dan banyak promo luar biasa,apps keren transaksi lebih cepat dan banyak promo luar biasa,apps keren transaksi lebih cepat promo,"['apps', 'keren', 'transaksi', 'lebih', 'cepat', 'promo']",apps keren transaksi lebih cepat promo,"['apps', 'keren', 'transaksi', 'lebih', 'cepat', 'promo']"
"Simpel dan cepat pd saat transaksi, yg lebih bagusnya lg pin kartu debit terblokir tdk khwatir lg , so sdh bisa buat pin baru tanpa harus ke bank bni",Positive,Tampilan,Simpel dan cepat pd saat transaksi yg lebih bagusnya lg pin kartu debit terblokir tdk khwatir lg  so sdh bisa buat pin baru tanpa harus ke bank bni,simpel dan cepat pd saat transaksi yg lebih bagusnya lg pin kartu debit terblokir tdk khwatir lg  so sdh bisa buat pin baru tanpa harus ke bank bni,simpel dan cepat pada saat transaksi yang lebih bagusnya lagi pin kartu debit terblokir tidak khwatir lagi sok sudah bisa buat pin baru saja tanpa harus ke bank bni,simpel cepat transaksi lebih bagusnya pin kartu debit terblokir tidak khwatir sok bisa pin tanpa bank,"['simpel', 'cepat', 'transaksi', 'lebih', 'bagusnya', 'pin', 'kartu', 'debit', 'terblokir', 'tidak', 'khwatir', 'sok', 'bisa', 'pin', 'tanpa', 'bank']",simpel cepat transaksi lebih bagusnya pin kartu debit terblokir tidak khwatir sok bisa pin tanpa bank,"['simpel', 'cepat', 'transaksi', 'lebih', 'bagus', 'pin', 'kartu', 'debit', 'blokir', 'tidak', 'khwatir', 'sok', 'bisa', 'pin', 'tanpa', 'bank']"
"Aplikasi yang fresh, simple dan mudah digunakan, dan promo-promonya juga banyak. Mantap pokoknya.",Positive,Tampilan,Aplikasi yang fresh simple dan mudah digunakan dan promo promonya juga banyak Mantap pokoknya,aplikasi yang fresh simple dan mudah digunakan dan promo promonya juga banyak mantap pokoknya,aplikasi yang fresh simpel dan mudah digunakan dan promo promonya juga banyak mantap pokoknya,fresh simpel mudah promo promonya mantap pokoknya,"['fresh', 'simpel', 'mudah', 'promo', 'promonya', 'mantap', 'pokoknya']",fresh simpel mudah promo promonya mantap pokoknya,"['fresh', 'simpel', 'mudah', 'promo', 'promonya', 'mantap', 'pokok']"
Keren banget aplikasinya,Positive,Tampilan,Keren banget aplikasinya,keren banget aplikasinya,keren banget aplikasinya,keren banget,"['keren', 'banget']",keren banget,"['keren', 'banget']"
"Interface/UI/Easy to use Tampilan aplikasinya lucu bangett dan warna2nya super fun!, kemarin beli makan di foodcourt pake wondr cepet banget, bener2 easy to use",Positive,Tampilan,InterfaceUIEasy to use Tampilan aplikasinya lucu bangett dan warnanya super fun kemarin beli makan di foodcourt pake wondr cepet banget bener easy to use,interfaceuieasy to use tampilan aplikasinya lucu bangett dan warnanya super fun kemarin beli makan di foodcourt pake wondr cepet banget bener easy to use,interfaceuieasy tapi use tampilan aplikasinya lucu banget dan warnanya super fun kemarin beli makan di foodcourt pakai wondr cepat banget benar easy tapi use,interfaceuieasy use tampilan lucu banget warnanya super fun kemarin beli makan foodcourt pakai cepat banget easy use,"['interfaceuieasy', 'use', 'tampilan', 'lucu', 'banget', 'warnanya', 'super', 'fun', 'kemarin', 'beli', 'makan', 'foodcourt', 'pakai', 'cepat', 'banget', 'easy', 'use']",interfaceuieasy use tampilan lucu banget warnanya super fun kemarin beli makan foodcourt pakai cepat banget easy use,"['interfaceuieasy', 'use', 'tampilan', 'lucu', 'banget', 'warna', 'super', 'fun', 'kemarin', 'beli', 'makan', 'foodcourt', 'pakai', 'cepat', 'banget', 'easy', 'use']"
Apliksiny bagus dan simpel dan lebih mudah pemakaiany,Positive,Tampilan,Apliksiny bagus dan simpel dan lebih mudah pemakaiany,apliksiny bagus dan simpel dan lebih mudah pemakaiany,apliksiny bagus dan simpel dan lebih mudah pemakaiany,apliksiny bagus simpel lebih mudah pemakaiany,"['apliksiny', 'bagus', 'simpel', 'lebih', 'mudah', 'pemakaiany']",apliksiny bagus simpel lebih mudah pemakaiany,"['apliksiny', 'bagus', 'simpel', 'lebih', 'mudah', 'pemakaiany']"
Tampilan aplikasi nya lbh fun...dan lebih mudah. Transaksi bayar2 gak pake lama.,Positive,Tampilan,Tampilan aplikasi nya lbh fun dan lebih mudah Transaksi bayar gak pake lama,tampilan aplikasi nya lbh fun dan lebih mudah transaksi bayar gak pake lama,tampilan aplikasi ya lebih fun dan lebih mudah transaksi bayar tidak pakai lama,tampilan lebih fun lebih mudah transaksi bayar tidak pakai lama,"['tampilan', 'lebih', 'fun', 'lebih', 'mudah', 'transaksi', 'bayar', 'tidak', 'pakai', 'lama']",tampilan lebih fun lebih mudah transaksi bayar tidak pakai lama,"['tampilan', 'lebih', 'fun', 'lebih', 'mudah', 'transaksi', 'bayar', 'tidak', 'pakai', 'lama']"
Tampilan wondr by BNI keren dan aplikasinya mudah digunakan.,Positive,Tampilan,Tampilan wondr by BNI keren dan aplikasinya mudah digunakan,tampilan wondr by bni keren dan aplikasinya mudah digunakan,tampilan wondr by bni keren dan aplikasinya mudah digunakan,tampilan keren mudah,"['tampilan', 'keren', 'mudah']",tampilan keren mudah,"['tampilan', 'keren', 'mudah']"
Tampilan lebih simple dan menarik,Positive,Tampilan,Tampilan lebih simple dan menarik,tampilan lebih simple dan menarik,tampilan lebih simpel dan menarik,tampilan lebih simpel menarik,"['tampilan', 'lebih', 'simpel', 'menarik']",tampilan lebih simpel menarik,"['tampilan', 'lebih', 'simpel', 'menarik']"
"Aplikasinya bagus, tampilannya juga menarik. Lebih simpel dan mudah dalam transaksi",Positive,Tampilan,Aplikasinya bagus tampilannya juga menarik Lebih simpel dan mudah dalam transaksi,aplikasinya bagus tampilannya juga menarik lebih simpel dan mudah dalam transaksi,aplikasinya bagus tampilannya juga menarik lebih simpel dan mudah dalam transaksi,bagus tampilannya menarik lebih simpel mudah transaksi,"['bagus', 'tampilannya', 'menarik', 'lebih', 'simpel', 'mudah', 'transaksi']",bagus tampilannya menarik lebih simpel mudah transaksi,"['bagus', 'tampil', 'menarik', 'lebih', 'simpel', 'mudah', 'transaksi']"
